#ccds	RefSeq	UniProtKB
CCDS2.2	NP_689699.2	Q96NU1-3
CCDS522.1	NP_859048.1	Q06830
CCDS523.1	NP_001189342.1	P14550
CCDS523.1	NP_001189343.1	P14550
CCDS523.1	NP_006057.1	P14550
CCDS523.1	NP_697021.1	P14550
CCDS524.1	NP_002473.2	P49321-1
CCDS525.1	NP_689511.2	P49321-2
CCDS528.1	NP_067652.1	Q9HC44
CCDS529.1	NP_001107644.1	Q92569-1
CCDS529.1	NP_003620.3	Q92569-1
CCDS530.1	NP_005718.2	O60635
CCDS531.1	NP_060209.3	Q8WZA1-1
CCDS532.1	NP_001136020.1	Q92698
CCDS532.1	NP_003570.2	Q92698
CCDS533.1	NP_006360.3	Q15345-2
CCDS534.1	NP_950245.2	Q96CB9-1
CCDS535.1	NP_001432.2	O00519
CCDS536.1	NP_757379.1	Q8NFW5-2
CCDS540.1	NP_958805.1	Q70IA8
CCDS542.1	NP_000770.2	P13584-1
CCDS543.1	NP_000769.2	Q02928-1
CCDS544.1	NP_828847.1	Q8N118-1
CCDS545.1	NP_835235.1	Q86W10
CCDS546.1	NP_005755.1	Q13113
CCDS547.1	NP_001274276.1	P17542-1
CCDS547.1	NP_001277332.1	P17542-1
CCDS547.1	NP_001277333.1	P17542-1
CCDS547.1	NP_001277334.1	P17542-1
CCDS547.1	NP_003180.1	P17542-1
CCDS548.1	NP_001269865.1	Q15468-1
CCDS548.1	NP_003026.2	Q15468-1
CCDS550.1	NP_036318.1	Q13461
CCDS551.1	NP_061946.1	Q9NWH7-1
CCDS552.2	NP_078879.2	Q7L4P6-1
CCDS553.1	NP_068771.2	P26378-1
CCDS554.1	NP_008982.1	Q9UNN5-1
CCDS555.1	NP_001253.1	P42773
CCDS555.1	NP_523240.1	P42773
CCDS556.1	NP_055187.1	Q9Y3C5
CCDS557.1	NP_001972.1	P42566-1
CCDS558.1	NP_683705.1	Q96SU4-3
CCDS560.1	NP_002858.2	P20337
CCDS561.1	NP_056997.1	O95881
CCDS562.1	NP_612426.1	Q96EK9
CCDS563.1	NP_004790.2	O95405-1
CCDS564.1	NP_015563.2	O95405-2
CCDS566.1	NP_001177747.1	Q13415
CCDS566.1	NP_004144.2	Q13415
CCDS567.1	NP_116253.2	Q8NAV1-1
CCDS569.1	NP_056511.2	Q96SL4
CCDS570.1	NP_075565.2	Q96BR5
CCDS571.1	NP_060751.2	Q86YB7-2
CCDS572.1	NP_002970.2	P22307-1
CCDS573.1	NP_714914.2	Q7Z5L7-3
CCDS574.1	NP_006662.3	O00341-1
CCDS575.1	NP_000089.1	P23786
CCDS576.1	NP_060357.1	Q9NWV4
CCDS577.1	NP_002361.1	P61326-1
CCDS578.1	NP_004622.2	Q14114-1
CCDS579.1	NP_059992.3	Q14114-2
CCDS580.1	NP_150643.2	Q14114-4
CCDS581.1	NP_149056.1	Q96MA1
CCDS582.1	NP_671726.2	Q8NBF1
CCDS583.1	NP_060557.3	Q9BTX1-1
CCDS584.1	NP_061855.1	Q9Y548-1
CCDS585.1	NP_001243338.1	Q9Y546
CCDS585.1	NP_443172.1	Q9Y546
CCDS586.1	NP_004863.2	Q9BXS4
CCDS587.1	NP_694580.1	Q96MN5-1
CCDS588.2	NP_963840.2	Q5VXM1-1
CCDS589.1	NP_057575.2	Q9BZE1
CCDS590.1	NP_060540.2	Q9BWW4-3
CCDS591.1	NP_663768.1	Q9BWW4-1
CCDS592.1	NP_056362.1	Q8WXI4-1
CCDS593.1	NP_671517.1	Q8WXI4-2
CCDS594.1	NP_788954.2	Q8WW52-1
CCDS596.1	NP_004614.3	O95801
CCDS597.1	NP_689481.2	Q7L3T8
CCDS598.1	NP_060374.2	Q5TAA0-2
CCDS599.1	NP_689820.2	Q3ZCV2-2
CCDS600.1	NP_055577.1	Q15392-1
CCDS601.1	NP_872338.1	Q8N0U2
CCDS602.1	NP_476517.1	Q8WZ55
CCDS603.1	NP_777596.2	Q8NBP7-1
CCDS604.1	NP_003704.3	O14495
CCDS605.1	NP_006243.2	P54646
CCDS606.1	NP_000553.1	P07357
CCDS607.1	NP_001340912.1	O75553-6
CCDS607.1	NP_001340914.1	O75553-6
CCDS607.1	NP_066566.3	O75553-6
CCDS608.1	NP_660286.1	Q96E52-1
CCDS609.1	NP_002344.2	P09758
CCDS610.1	NP_002219.1	P05412
CCDS611.2	NP_001337720.1	Q96C11-1
CCDS611.2	NP_060761.3	Q96C11-1
CCDS612.1	NP_056972.1	Q9UJC3-1
CCDS613.1	NP_000766.2	P51589
CCDS614.1	NP_689590.1	Q8N0U7-1
CCDS615.1	NP_005586.1	Q12857-2
CCDS617.2	NP_795352.2	Q8NI35-1
CCDS619.1	NP_001158307.1	Q5T7N2
CCDS619.1	NP_061952.3	Q5T7N2
CCDS620.1	NP_859063.3	Q5T7N3-1
CCDS621.1	NP_001017415.1	O94782
CCDS621.1	NP_001017416.1	O94782
CCDS621.1	NP_003359.3	O94782
CCDS622.1	NP_055310.1	Q9Y5C1
CCDS623.1	NP_116241.2	Q96DT6
CCDS623.1	NP_835739.1	Q96DT6
CCDS624.1	NP_036315.1	Q9UJU5
CCDS625.1	NP_002624.2	P36871-1
CCDS626.1	NP_005003.2	Q01973-1
CCDS627.1	NP_689702.1	Q5VVX9-2
CCDS629.1	NP_001005353.1	P27144
CCDS629.1	NP_037542.1	P27144
CCDS629.1	NP_982289.1	P27144
CCDS630.1	NP_059996.1	O15243
CCDS631.1	NP_002294.2	P48357-1
CCDS632.1	NP_001032418.1	Q07343-1
CCDS632.1	NP_002591.2	Q07343-1
CCDS633.1	NP_689878.2	Q8N7M0-1
CCDS634.1	NP_005469.2	Q9Y5Q6
CCDS635.1	NP_079039.4	Q5VTH9-1
CCDS636.1	NP_055954.1	Q9NTN3-1
CCDS637.1	NP_653302.2	Q5VWK5-1
CCDS638.1	NP_001550.1	Q99665-1
CCDS639.1	NP_056455.3	Q8NC51-4
CCDS640.1	NP_001915.1	P24522-1
CCDS641.1	NP_004666.1	O95661
CCDS642.1	NP_079187.3	Q5T9L3-1
CCDS643.1	NP_000320.1	Q16518
CCDS644.1	NP_060249.2	Q5TB30-2
CCDS645.1	NP_065845.1	Q96NW7-1
CCDS646.1	NP_060238.3	Q9H9A6
CCDS647.1	NP_001337534.1	Q05519-1
CCDS647.1	NP_001337535.1	Q05519-1
CCDS647.1	NP_004759.1	Q05519-1
CCDS648.2	NP_110443.3	Q8N6S4-1
CCDS649.1	NP_001031723.1	Q9XRX5-3
CCDS650.1	NP_001893.2	P32929-1
CCDS651.1	NP_714964.2	P32929-2
CCDS652.1	NP_942009.1	P43115-4
CCDS655.1	NP_942011.1	P43115-5
CCDS656.1	NP_001119516.1	P43115-1
CCDS656.1	NP_942007.1	P43115-1
CCDS657.1	NP_942012.1	P43115-1
CCDS658.1	NP_942008.1	P43115-2
CCDS659.1	NP_976225.1	O95218-1
CCDS660.1	NP_005446.2	O95218-2
CCDS661.1	NP_776169.2	Q7Z3B1-1
CCDS663.2	NP_003829.3	O14772-1
CCDS664.1	NP_057062.1	Q59H18-2
CCDS665.1	NP_001123514.1	Q08257-1
CCDS665.1	NP_001880.2	Q08257-1
CCDS666.1	NP_612476.1	Q6IPR3-1
CCDS667.1	NP_689910.2	Q8NCS7-1
CCDS668.1	NP_000007.1	P11310-1
CCDS669.1	NP_004573.2	P53611
CCDS670.1	NP_002431.2	O15457
CCDS671.1	NP_543144.1	Q8WXJ9
CCDS672.1	NP_694541.2	Q8NDV1-1
CCDS673.1	NP_112227.1	Q9BVH7
CCDS674.1	NP_005473.1	Q92643-1
CCDS675.1	NP_777283.1	Q9Y6K8-1
CCDS676.1	NP_036225.2	Q9Y6K8-3
CCDS677.1	NP_056349.1	Q8IYH5-1
CCDS678.1	NP_055832.3	Q8TEY7-1
CCDS679.1	NP_963918.1	Q8TEY7-2
CCDS680.1	NP_963920.1	Q8TEY7-3
CCDS681.1	NP_940951.1	Q8NAN2-1
CCDS683.1	NP_003893.2	Q96AE4-1
CCDS684.1	NP_001304028.1	Q9UDY4
CCDS684.1	NP_008965.2	Q9UDY4
CCDS685.1	NP_060125.4	Q8TF65
CCDS686.1	NP_000950.1	P43088-1
CCDS687.2	NP_006811.2	Q53G44-1
CCDS688.1	NP_006408.3	Q8TCB0-1
CCDS689.1	NP_001284633.1	O95490-2
CCDS689.1	NP_036434.1	O95490-2
CCDS690.2	NP_001337143.1	Q6ZT98-1
CCDS690.2	NP_078962.4	Q6ZT98-1
CCDS691.1	NP_002722.1	P22694-1
CCDS692.1	NP_997461.1	P22694-8
CCDS693.1	NP_891993.1	P22694-2
CCDS694.1	NP_490649.1	Q8WZ79-2
CCDS695.1	NP_079341.2	Q9H9Y2
CCDS696.1	NP_005265.1	P63218
CCDS698.1	NP_004379.1	Q01459
CCDS699.1	NP_001159765.1	Q9Y2D8-1
CCDS699.1	NP_001159889.1	Q9Y2D8-1
CCDS699.1	NP_054740.3	Q9Y2D8-1
CCDS700.1	NP_036284.1	Q9UBY5
CCDS701.1	NP_060768.8	Q8TDD5-1
CCDS702.1	NP_660155.2	Q8IWG1-1
CCDS703.1	NP_932343.1	Q8N6N3-1
CCDS704.1	NP_003912.1	O95999
CCDS705.1	NP_036269.1	O94760-1
CCDS706.1	NP_001545.2	O00622
CCDS707.1	NP_060423.3	Q9NWK9-1
CCDS708.1	NP_006527.1	Q9UQC9
CCDS709.1	NP_001276.2	A8K7I4
CCDS710.1	NP_057093.1	Q9Y371-1
CCDS711.1	NP_036394.1	Q7LGA3-1
CCDS713.1	NP_006760.1	P61968
CCDS714.1	NP_006247.1	Q16513-1
CCDS715.1	NP_001505.1	Q00403
CCDS716.1	NP_001156008.1	Q96E39
CCDS716.1	NP_062556.2	Q96E39
CCDS717.2	NP_060754.2	Q9H0R5-1
CCDS718.1	NP_002044.2	P32455
CCDS719.1	NP_004111.2	P32456
CCDS720.1	NP_997281.2	Q8N8V2
CCDS721.1	NP_443173.2	Q96PP9
CCDS722.1	NP_001127958.1	Q96PP8-1
CCDS722.1	NP_443174.1	Q96PP8-1
CCDS723.1	NP_940862.2	Q6ZN66-1
CCDS724.1	NP_001127948.1	Q6P9F7
CCDS724.1	NP_056165.1	Q6P9F7
CCDS725.1	NP_115646.2	Q8TDW0
CCDS726.1	NP_001127951.1	Q7L1W4
CCDS726.1	NP_060573.2	Q7L1W4
CCDS727.1	NP_892021.1	Q5BKZ1-1
CCDS728.1	NP_892020.1	Q5BKZ1-2
CCDS730.1	NP_064447.1	Q9NY43
CCDS731.1	NP_958357.1	Q9H582-1
CCDS732.1	NP_057704.2	Q9H582-3
CCDS732.1	NP_115562.3	Q9H582-3
CCDS734.1	NP_001127891.1	O00311-1
CCDS734.1	NP_001127892.1	O00311-1
CCDS734.1	NP_003494.1	O00311-1
CCDS735.1	NP_001229734.2	Q58F21-1
CCDS735.1	NP_001717.3	Q58F21-1
CCDS735.1	NP_997072.2	Q58F21-1
CCDS736.1	NP_775838.3	Q8IUS5
CCDS737.1	NP_899065.2	Q5XKL5-1
CCDS738.1	NP_444504.1	Q92990-1
CCDS740.1	NP_079089.2	Q8IXW5-1
CCDS741.1	NP_000960.2	P46777
CCDS742.1	NP_031384.1	Q9Y483-1
CCDS743.1	NP_057124.3	Q9Y3A6-1
CCDS744.1	NP_001929.1	Q01658
CCDS745.1	NP_001248337.1	O75815-1
CCDS745.1	NP_001248338.1	O75815-1
CCDS745.1	NP_003558.1	O75815-1
CCDS746.1	NP_002052.1	P48507-1
CCDS747.1	NP_000341.2	P78363
CCDS748.1	NP_001315593.1	Q52LW3-1
CCDS748.1	NP_004806.3	Q52LW3-1
CCDS749.1	NP_002849.1	P28288-1
CCDS750.1	NP_001984.1	P13726-1
CCDS751.1	NP_689582.2	Q8N4M1-2
CCDS752.1	NP_659425.1	Q96F25
CCDS753.1	NP_001186608.1	Q96MV1
CCDS753.1	NP_689700.1	Q96MV1
CCDS754.1	NP_067013.1	Q9UKA9-1
CCDS755.2	NP_057060.2	Q9UNH6-3
CCDS757.1	NP_055654.2	Q7Z2D5-1
CCDS758.1	NP_060204.1	Q9NP74-1
CCDS759.1	NP_000019.2	P35573-1
CCDS759.1	NP_000633.2	P35573-1
CCDS759.1	NP_000634.2	P35573-1
CCDS759.1	NP_000635.2	P35573-1
CCDS760.1	NP_000637.2	P35573-3
CCDS762.1	NP_036375.1	Q9Y2D2-1
CCDS763.1	NP_149044.2	Q96MC6
CCDS764.1	NP_919268.1	Q6UVJ0
CCDS765.1	NP_061956.2	Q9NUP7-1
CCDS766.1	NP_001243315.1	Q96DD0-1
CCDS766.1	NP_001243316.1	Q96DD0-1
CCDS766.1	NP_653221.1	Q96DD0-1
CCDS767.1	NP_001909.3	P11182
CCDS768.1	NP_003720.1	O00442-1
CCDS769.1	NP_003663.2	Q9UNH5-1
CCDS770.1	NP_201569.1	Q9UNH5-2
CCDS771.1	NP_201570.1	Q9UNH5-3
CCDS772.1	NP_071332.2	Q9GZN0
CCDS773.1	NP_001069.1	P19320-1
CCDS774.1	NP_542413.1	P19320-2
CCDS775.1	NP_001028197.1	Q9UBQ6
CCDS775.1	NP_001430.1	Q9UBQ6
CCDS776.1	NP_001138356.1	Q8NEW0
CCDS776.1	NP_598003.2	Q8NEW0
CCDS777.1	NP_001307659.1	P21453
CCDS777.1	NP_001391.2	P21453
CCDS778.1	NP_001845.3	P12107-1
CCDS780.2	NP_542197.3	P12107-4
CCDS781.1	NP_060089.1	Q96LT9-1
CCDS782.1	NP_066188.1	P19961-1
CCDS783.1	NP_000690.1	P04746-1
CCDS785.1	NP_006104.4	Q9UKW4-1
CCDS786.1	NP_998816.1	Q6NUK1-2
CCDS787.1	NP_001096062.1	Q5T8I9
CCDS787.1	NP_653185.2	Q5T8I9
CCDS788.1	NP_060531.2	Q5VTL8-1
CCDS790.1	NP_009200.2	O00186
CCDS791.2	NP_689976.2	Q5T1N1-1
CCDS792.2	NP_001307967.1	P81274
CCDS792.2	NP_001307968.1	P81274
CCDS792.2	NP_037428.3	P81274
CCDS793.1	NP_055942.1	Q96S66-2
CCDS794.1	NP_065826.2	Q6UXG2-1
CCDS795.1	NP_006504.2	P49591
CCDS796.1	NP_001399.1	Q9HCU4
CCDS797.1	NP_001027462.1	Q6PGN9-2
CCDS797.1	NP_116025.1	Q6PGN9-2
CCDS798.1	NP_002950.3	Q99523-1
CCDS799.1	NP_002781.2	P28066-1
CCDS800.1	NP_872386.1	Q8N8Q1-1
CCDS801.1	NP_114142.3	Q9BZJ8
CCDS802.1	NP_006487.1	P08754
CCDS803.1	NP_005263.1	P19087
CCDS804.1	NP_631895.1	Q01433-2
CCDS805.1	NP_001244289.1	Q01433-1
CCDS805.1	NP_004028.3	Q01433-1
CCDS806.1	NP_671489.1	Q03013-2
CCDS807.1	NP_000841.1	Q03013-1
CCDS808.1	NP_000839.1	P28161-1
CCDS809.1	NP_000552.2	P09488-1
CCDS810.1	NP_666533.1	P09488-2
CCDS811.1	NP_000842.2	P46439
CCDS812.1	NP_000840.2	P21266
CCDS813.1	NP_078802.2	Q8TE67-2
CCDS814.1	NP_573444.2	Q8TE67-1
CCDS815.1	NP_620641.1	Q8TE67-3
CCDS816.1	NP_000748.3	P09603-1
CCDS816.1	NP_757351.1	P09603-1
CCDS817.1	NP_757349.1	P09603-2
CCDS818.1	NP_006612.2	O43865-1
CCDS819.1	NP_006483.2	O95076
CCDS820.1	NP_981957.1	Q8N7F7
CCDS821.1	NP_004969.2	Q03721-1
CCDS822.1	NP_073605.4	Q96T37-1
CCDS823.1	NP_004687.1	O15374-1
CCDS825.1	NP_115790.1	P58294
CCDS826.1	NP_005540.1	Q16322
CCDS827.1	NP_004965.1	P16389-1
CCDS828.2	NP_002223.3	P22001
CCDS829.1	NP_000551.1	P19397
CCDS829.1	NP_001035122.1	P19397
CCDS830.1	NP_001007795.1	Q9Y6K0
CCDS830.1	NP_001317672.1	Q9Y6K0
CCDS830.1	NP_006081.1	Q9Y6K0
CCDS831.1	NP_079177.2	Q9H6A0-1
CCDS832.1	NP_001244930.1	Q9BZP6-2
CCDS832.1	NP_001244932.1	Q9BZP6-2
CCDS832.1	NP_068569.2	Q9BZP6-2
CCDS833.1	NP_857594.2	Q8TCI5-1
CCDS834.1	NP_002548.3	Q12889
CCDS835.1	NP_077007.1	Q9BQA1-1
CCDS836.1	NP_001679.2	P24539
CCDS837.1	NP_777556.1	Q8NEQ5-1
CCDS838.1	NP_065734.5	P0DMS9-2
CCDS839.1	NP_000668.1	P0DMS8-1
CCDS840.1	NP_001010935.1	P62834
CCDS840.1	NP_001278825.1	P62834
CCDS840.1	NP_002875.1	P62834
CCDS841.1	NP_061972.1	Q9NTI7
CCDS842.1	NP_009135.4	Q9UHI6-1
CCDS843.1	NP_004971.2	Q9UK17-1
CCDS844.1	NP_751948.1	Q9UK17-2
CCDS845.1	NP_061174.1	Q9P2B4
CCDS846.1	NP_004176.2	Q93097-2
CCDS847.1	NP_078613.1	Q93097-1
CCDS848.1	NP_060214.2	Q8TDW4-1
CCDS849.1	NP_620055.1	Q8TDW4-3
CCDS850.1	NP_620056.1	Q8TDW4-2
CCDS852.1	NP_620057.1	Q8TDW4-5
CCDS853.1	NP_001123551.1	Q9HCE1-1
CCDS853.1	NP_001308253.1	Q9HCE1-1
CCDS853.1	NP_066014.1	Q9HCE1-1
CCDS854.1	NP_001036143.1	P08134
CCDS854.1	NP_001036144.1	P08134
CCDS854.1	NP_786886.1	P08134
CCDS855.2	NP_005158.5	Q5JR12-1
CCDS856.1	NP_877436.1	Q7Z5A8-1
CCDS858.1	NP_001159968.1	P53985-1
CCDS858.1	NP_003042.3	P53985-1
CCDS860.1	NP_690864.2	Q5TCQ9-3
CCDS861.1	NP_001309970.1	Q9UMS5-1
CCDS861.1	NP_001309971.1	Q9UMS5-1
CCDS861.1	NP_001309972.1	Q9UMS5-1
CCDS861.1	NP_006599.2	Q9UMS5-1
CCDS862.1	NP_060834.2	Q5VWQ0-1
CCDS863.1	NP_057051.3	Q9Y2R2-1
CCDS864.2	NP_036543.4	Q9Y2R2-3
CCDS865.1	NP_001240781.1	Q9Y6B7-1
CCDS865.1	NP_006585.2	Q9Y6B7-1
CCDS866.1	NP_073747.1	Q9H816
CCDS867.1	NP_938009.1	Q86Z02-1
CCDS868.1	NP_689909.2	Q86Z02-2
CCDS869.1	NP_852003.1	Q86Z02-4
CCDS870.1	NP_064575.1	Q9NRN5-1
CCDS871.1	NP_001257734.1	Q5T7P8-2
CCDS871.1	NP_995320.1	Q5T7P8-2
CCDS872.1	NP_056990.3	Q9UPN9-1
CCDS873.1	NP_148980.2	Q9UPN9-2
CCDS874.1	NP_005863.1	O75934
CCDS875.1	NP_940861.3	Q68D51-3
CCDS876.2	NP_000027.2	P23109-1
CCDS877.1	NP_002515.1	P01111
CCDS878.1	NP_079349.2	Q9BRV8-1
CCDS879.1	NP_001269470.1	Q15431
CCDS879.1	NP_003167.2	Q15431
CCDS880.1	NP_000540.2	P01222-1
CCDS881.1	NP_005716.2	O60636-1
CCDS882.1	NP_002497.2	P01138
CCDS883.1	NP_001165883.1	Q8TAA9-1
CCDS883.1	NP_620409.1	Q8TAA9-1
CCDS884.1	NP_001223.2	O14958-1
CCDS885.1	NP_001104531.1	Q02577
CCDS885.1	NP_005590.1	Q02577
CCDS886.1	NP_689580.2	Q8N8X9
CCDS887.1	NP_000692.2	P05023-1
CCDS888.1	NP_001770.1	P19256-1
CCDS889.1	NP_001758.2	P06729
CCDS890.1	NP_065173.2	Q9P2B2
CCDS891.1	NP_001243035.1	Q93033
CCDS891.1	NP_001243038.1	Q93033
CCDS891.1	NP_004249.2	Q93033
CCDS892.1	NP_003585.3	Q9UNY4-1
CCDS893.1	NP_079464.2	Q9H8W5-1
CCDS894.1	NP_078902.2	Q7Z7D3-1
CCDS895.1	NP_006690.1	O60476
CCDS896.1	NP_060179.2	Q5VWP2
CCDS897.1	NP_060156.1	Q9NXN4-1
CCDS898.1	NP_006775.1	Q9UNX4
CCDS899.1	NP_996879.1	Q6Q759
CCDS900.1	NP_056651.1	Q9UGM6-1
CCDS901.1	NP_057611.1	Q9NYQ3-1
CCDS902.1	NP_000189.1	P26439-1
CCDS902.1	NP_001159592.1	P26439-1
CCDS903.1	NP_000853.1	P14060
CCDS903.1	NP_001315544.1	P14060
CCDS904.1	NP_006614.2	O43175
CCDS905.1	NP_005509.1	P54868-1
CCDS906.1	NP_001152824.1	Q9BYZ8-1
CCDS906.1	NP_114433.1	Q9BYZ8-1
CCDS907.1	NP_068566.2	Q9UKF2-1
CCDS908.1	NP_077719.2	Q04721
CCDS925.1	NP_005390.1	O43741-1
CCDS926.1	NP_001452.2	P49326-1
CCDS927.1	NP_004275.4	Q86WJ1-1
CCDS928.1	NP_057445.4	Q9NPH0-1
CCDS929.1	NP_005257.2	P36382
CCDS929.1	NP_859054.1	P36382
CCDS930.1	NP_001337109.1	P0CG08
CCDS930.1	NP_057418.1	P0CG08
CCDS933.1	NP_000557.1	P12314-1
CCDS934.1	NP_003507.1	Q6FI13
CCDS936.1	NP_003519.1	Q16778
CCDS937.1	NP_003508.1	Q16777
CCDS938.1	NP_778235.1	Q8IUE6
CCDS939.1	NP_001307954.1	Q9Y3E2
CCDS939.1	NP_001307955.1	Q9Y3E2
CCDS939.1	NP_057158.1	Q9Y3E2
CCDS940.1	NP_001315603.1	Q7L0J3-1
CCDS940.1	NP_001315604.1	Q7L0J3-1
CCDS940.1	NP_055664.3	Q7L0J3-1
CCDS944.1	NP_009190.2	Q9NRW7-1
CCDS945.1	NP_057358.2	Q53GL0-1
CCDS946.1	NP_112182.1	Q9BTT0-1
CCDS947.1	NP_036245.1	Q9ULX7
CCDS948.1	NP_001287969.1	Q8WWF1
CCDS948.1	NP_078855.2	Q8WWF1
CCDS949.1	NP_001287767.1	Q8N365-1
CCDS949.1	NP_653298.1	Q8N365-1
CCDS950.1	NP_061870.1	P82921
CCDS950.1	NP_114107.1	P82921
CCDS951.1	NP_004689.1	O43395-1
CCDS952.1	NP_079426.2	Q9BW92-1
CCDS953.1	NP_004416.2	Q16610-1
CCDS954.1	NP_073155.2	Q16610-2
CCDS955.1	NP_061905.2	Q6UY14-1
CCDS956.1	NP_877495.1	Q07820-2
CCDS957.1	NP_068779.1	Q07820-1
CCDS958.1	NP_004427.1	O43768-1
CCDS959.1	NP_996925.1	O43768-3
CCDS960.1	NP_996928.1	O43768-7
CCDS961.1	NP_996929.1	O43768-5
CCDS962.1	NP_996926.1	O43768-9
CCDS963.1	NP_996927.1	O43768-2
CCDS964.1	NP_996930.1	O43768-6
CCDS965.1	NP_997051.1	O43768-8
CCDS966.1	NP_060648.2	Q9H4A5-1
CCDS967.1	NP_115508.2	Q86X24-1
CCDS968.1	NP_004070.3	P25774-1
CCDS969.1	NP_000387.1	P43235
CCDS970.1	NP_001659.1	P27540-1
CCDS971.1	NP_848514.1	P27540-2
CCDS972.1	NP_036564.3	Q15047-3
CCDS973.1	NP_071358.1	Q96G23
CCDS973.1	NP_859530.1	Q96G23
CCDS975.2	NP_003559.2	O76027
CCDS976.1	NP_001306927.1	Q8N5J2-1
CCDS976.1	NP_060849.2	Q8N5J2-1
CCDS977.1	NP_067045.1	Q86TP1-1
CCDS978.2	NP_612122.2	Q7Z465-1
CCDS980.1	NP_060330.2	Q9BUN1-1
CCDS981.1	NP_001033796.1	Q9NRR8-1
CCDS981.1	NP_064624.1	Q9NRR8-1
CCDS982.1	NP_006809.1	Q13015
CCDS983.1	NP_001310837.1	Q8TAK5
CCDS983.1	NP_653219.1	Q8TAK5
CCDS984.1	NP_112175.2	Q9H3T2-1
CCDS985.1	NP_078851.2	Q6P589
CCDS986.1	NP_997716.1	Q96S90-1
CCDS987.1	NP_076946.1	Q9BWG6-1
CCDS988.1	NP_037485.2	Q9NZQ9-1
CCDS989.1	NP_005988.1	Q15906-1
CCDS990.1	NP_003548.1	Q99755-3
CCDS991.1	NP_002801.1	P55036-1
CCDS992.1	NP_001291692.1	Q8N1G0-1
CCDS992.1	NP_001291693.1	Q8N1G0-1
CCDS992.1	NP_065883.1	Q8N1G0-1
CCDS994.1	NP_000440.1	P48382-1
CCDS994.1	NP_001020774.1	P48382-1
CCDS995.1	NP_003935.2	Q13228-1
CCDS996.1	NP_002787.2	P28070
CCDS997.1	NP_055915.2	Q7Z3K3-1
CCDS998.1	NP_997054.1	Q7Z3K3-2
CCDS1000.1	NP_064512.1	Q9NNX1-1
CCDS1001.1	NP_112180.4	Q96L92-3
CCDS1002.1	NP_009116.3	Q5SZQ8-1
CCDS1003.1	NP_113608.1	Q9BYD2
CCDS1004.1	NP_005051.2	P51449-1
CCDS1005.1	NP_872384.1	Q8N1Q8
CCDS1006.1	NP_444283.2	Q5T1C6
CCDS1008.1	NP_002957.1	P60903
CCDS1009.1	NP_005611.1	P31949
CCDS1010.1	NP_057274.1	Q9UBG3
CCDS1011.1	NP_848525.1	Q5TCM9
CCDS1012.1	NP_061933.1	Q9UGL9
CCDS1013.1	NP_848522.1	Q5T5B0
CCDS1014.1	NP_115952.1	Q9BYE3
CCDS1015.1	NP_848521.1	Q5T5A8
CCDS1016.1	NP_848520.1	Q5TA77
CCDS1017.1	NP_848518.1	Q5TA76
CCDS1018.1	NP_848517.1	Q5TA82
CCDS1019.1	NP_848516.1	Q5TA81
CCDS1020.1	NP_055172.1	O14633
CCDS1021.1	NP_848515.1	Q5TA79
CCDS1022.1	NP_848133.1	Q5TA78
CCDS1023.1	NP_848131.1	Q5T754
CCDS1024.1	NP_848130.1	Q5T753
CCDS1025.1	NP_848129.1	Q5T752
CCDS1026.1	NP_848128.1	Q5T751
CCDS1027.1	NP_848126.1	Q5T7P3
CCDS1028.1	NP_848125.1	Q5T7P2
CCDS1029.1	NP_109588.2	P49901
CCDS1030.1	NP_005538.2	P07476
CCDS1031.1	NP_775103.1	Q96PI1
CCDS1032.1	NP_001186757.1	P35321
CCDS1032.1	NP_005978.2	P35321
CCDS1033.1	NP_001091058.1	Q9UBC9
CCDS1033.1	NP_005407.1	Q9UBC9
CCDS1034.1	NP_005979.1	P35326
CCDS1035.1	NP_443123.1	Q96LB9
CCDS1036.1	NP_002956.1	P06702
CCDS1037.1	NP_005612.1	P80511
CCDS1038.1	NP_001306130.1	P05109
CCDS1038.1	NP_002955.2	P05109
CCDS1039.1	NP_002954.2	P31151
CCDS1040.1	NP_055439.1	P06703
CCDS1041.2	NP_002953.2	P33763-1
CCDS1042.1	NP_002952.1	P26447
CCDS1042.1	NP_062427.1	P26447
CCDS1043.1	NP_002951.1	P33764
CCDS1045.1	NP_001303936.1	Q96FQ6
CCDS1045.1	NP_001303937.1	Q96FQ6
CCDS1045.1	NP_525127.1	Q96FQ6
CCDS1046.1	NP_065723.1	Q9HCY8
CCDS1047.1	NP_006262.1	P23297
CCDS1048.1	NP_056422.2	Q9Y3Y2-1
CCDS1049.1	NP_036569.1	O95295
CCDS1050.1	NP_004506.2	Q12905
CCDS1051.1	NP_000897.3	P16066
CCDS1052.1	NP_001311404.1	Q68E01-2
CCDS1052.1	NP_075391.3	Q68E01-2
CCDS1054.1	NP_065750.1	Q8WXI9
CCDS1055.1	NP_001258886.1	Q9NY26-1
CCDS1055.1	NP_001258887.1	Q9NY26-1
CCDS1055.1	NP_001258888.1	Q9NY26-1
CCDS1055.1	NP_001258889.1	Q9NY26-1
CCDS1055.1	NP_055252.2	Q9NY26-1
CCDS1056.1	NP_001242907.1	Q8TEY5-1
CCDS1056.1	NP_001242908.1	Q8TEY5-1
CCDS1056.1	NP_570968.1	Q8TEY5-1
CCDS1057.1	NP_006685.1	O76095-1
CCDS1058.1	NP_002861.1	P51153
CCDS1059.1	NP_001021.1	P42677
